RBP_ID	Family_ID	RSource_ID	Motif_ID	MSource_ID	DBID	RBP_Name	RBP_Species	RBP_Status	Family_Name	RBDs	RBD_Count	Cutoff	DBID	Motif_Type	MSource_Identifier	MSource_Type	MSource_Author	MSource_Year	PMID	MSource_Version	RBPSource_Name	RBPSource_URL	RBPSource_Year	RBPSource_Month	RBPSource_Day
T02646_0.6	F17_0.6	TS19_0.6	M037_0.6	MS2_0.6	ENSG00000139793	MBNL2	Homo_sapiens	I	CCCH ZF	zf-CCCH	1	0.70	RNCMPT00038	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T02646_0.6	F17_0.6	TS19_0.6	M320_0.6	MS1_0.6	ENSG00000139793	MBNL2	Homo_sapiens	I	CCCH ZF	zf-CCCH	1	0.70	669_20071745	SELEX	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2011	Oct	26
T02647_0.6	F17_0.6	TS19_0.6	.	.	ENSG00000139797	RNF113B	Homo_sapiens	N	CCCH ZF	zf-CCCH	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T02648_0.6	F17_0.6	TS19_0.6	.	.	ENSG00000141994	DUS3L	Homo_sapiens	N	CCCH ZF	zf-CCCH	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T02649_0.6	F17_0.6	TS19_0.6	.	.	ENSG00000144161	ZC3H8	Homo_sapiens	N	CCCH ZF	zf-CCCH	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T02650_0.6	F17_0.6	TS19_0.6	M263_0.6	MS1_0.6	ENSG00000152518	ZFP36L2	Homo_sapiens	I	CCCH ZF	zf-CCCH	1	0.70	193_18367721	RIP-chip	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2011	Oct	26
T02650_0.6	F17_0.6	TS19_0.6	M264_0.6	MS1_0.6	ENSG00000152518	ZFP36L2	Homo_sapiens	I	CCCH ZF	zf-CCCH	1	0.70	193_18367721.1	RIP-chip	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2011	Oct	26
T02650_0.6	F17_0.6	TS19_0.6	M265_0.6	MS1_0.6	ENSG00000152518	ZFP36L2	Homo_sapiens	I	CCCH ZF	zf-CCCH	1	0.70	193_18367721.2	RIP-chip	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2011	Oct	26
T02650_0.6	F17_0.6	TS19_0.6	M266_0.6	MS1_0.6	ENSG00000152518	ZFP36L2	Homo_sapiens	I	CCCH ZF	zf-CCCH	1	0.70	193_18367721.3	RIP-chip	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2011	Oct	26
T02650_0.6	F17_0.6	TS19_0.6	M267_0.6	MS1_0.6	ENSG00000152518	ZFP36L2	Homo_sapiens	I	CCCH ZF	zf-CCCH	1	0.70	194_18256032	RIP-chip	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2011	Oct	26
T02650_0.6	F17_0.6	TS19_0.6	M268_0.6	MS1_0.6	ENSG00000152518	ZFP36L2	Homo_sapiens	I	CCCH ZF	zf-CCCH	1	0.70	194_18256032.1	RIP-chip	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2011	Oct	26
T02650_0.6	F17_0.6	TS19_0.6	M269_0.6	MS1_0.6	ENSG00000152518	ZFP36L2	Homo_sapiens	I	CCCH ZF	zf-CCCH	1	0.70	221_12324455	SELEX	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2011	Oct	26
T02650_0.6	F17_0.6	TS19_0.6	M350_0.6	MS1_0.6	ENSG00000152518	ZFP36L2	Homo_sapiens	I	CCCH ZF	zf-CCCH	1	0.70	951_12324455	SELEX	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2011	Oct	26
T02651_0.6	F17_0.6	TS19_0.6	.	.	ENSG00000152520	PAN3	Homo_sapiens	N	CCCH ZF	zf-CCCH	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T02652_0.6	F17_0.6	TS19_0.6	M037_0.6	MS2_0.6	ENSG00000152601	MBNL1	Homo_sapiens	D	CCCH ZF	zf-CCCH	1	0.70	RNCMPT00038	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T02652_0.6	F17_0.6	TS19_0.6	M320_0.6	MS1_0.6	ENSG00000152601	MBNL1	Homo_sapiens	D	CCCH ZF	zf-CCCH	1	0.70	669_20071745	SELEX	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2011	Oct	26
T02653_0.6	F17_0.6	TS19_0.6	.	.	ENSG00000158545	ZC3H18	Homo_sapiens	N	CCCH ZF	zf-CCCH	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T02654_0.6	F17_0.6	TS19_0.6	.	.	ENSG00000163214	DHX57	Homo_sapiens	N	CCCH ZF	zf-CCCH	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T02655_0.6	F17_0.6	TS19_0.6	.	.	ENSG00000179455	MKRN3	Homo_sapiens	N	CCCH ZF	zf-CCCH	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T02656_0.6	F17_0.6	TS19_0.6	.	.	ENSG00000182909	LENG9	Homo_sapiens	N	CCCH ZF	zf-CCCH	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T02657_0.6	F17_0.6	TS19_0.6	M263_0.6	MS1_0.6	ENSG00000185650	ZFP36L1	Homo_sapiens	I	CCCH ZF	zf-CCCH	1	0.70	193_18367721	RIP-chip	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2011	Oct	26
T02657_0.6	F17_0.6	TS19_0.6	M264_0.6	MS1_0.6	ENSG00000185650	ZFP36L1	Homo_sapiens	I	CCCH ZF	zf-CCCH	1	0.70	193_18367721.1	RIP-chip	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2011	Oct	26
T02657_0.6	F17_0.6	TS19_0.6	M265_0.6	MS1_0.6	ENSG00000185650	ZFP36L1	Homo_sapiens	I	CCCH ZF	zf-CCCH	1	0.70	193_18367721.2	RIP-chip	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2011	Oct	26
T02657_0.6	F17_0.6	TS19_0.6	M266_0.6	MS1_0.6	ENSG00000185650	ZFP36L1	Homo_sapiens	I	CCCH ZF	zf-CCCH	1	0.70	193_18367721.3	RIP-chip	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2011	Oct	26
T02657_0.6	F17_0.6	TS19_0.6	M267_0.6	MS1_0.6	ENSG00000185650	ZFP36L1	Homo_sapiens	I	CCCH ZF	zf-CCCH	1	0.70	194_18256032	RIP-chip	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2011	Oct	26
T02657_0.6	F17_0.6	TS19_0.6	M268_0.6	MS1_0.6	ENSG00000185650	ZFP36L1	Homo_sapiens	I	CCCH ZF	zf-CCCH	1	0.70	194_18256032.1	RIP-chip	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2011	Oct	26
T02657_0.6	F17_0.6	TS19_0.6	M269_0.6	MS1_0.6	ENSG00000185650	ZFP36L1	Homo_sapiens	I	CCCH ZF	zf-CCCH	1	0.70	221_12324455	SELEX	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2011	Oct	26
T02657_0.6	F17_0.6	TS19_0.6	M350_0.6	MS1_0.6	ENSG00000185650	ZFP36L1	Homo_sapiens	I	CCCH ZF	zf-CCCH	1	0.70	951_12324455	SELEX	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2011	Oct	26
T02658_0.6	F17_0.6	TS19_0.6	.	.	ENSG00000187959	CPSF4L	Homo_sapiens	N	CCCH ZF	zf-CCCH	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T02659_0.6	F17_0.6	TS19_0.6	.	.	ENSG00000188177	ZC3H6	Homo_sapiens	N	CCCH ZF	zf-CCCH	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T02660_0.6	F17_0.6	TS19_0.6	.	.	ENSG00000197114	ZGPAT	Homo_sapiens	N	CCCH ZF	zf-CCCH	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T02661_0.6	F17_0.6	TS19_0.6	.	.	ENSG00000198265	HELZ	Homo_sapiens	N	CCCH ZF	zf-CCCH	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T02662_0.6	F17_0.6	TS19_0.6	.	.	ENSG00000204569	PPP1R10	Homo_sapiens	N	CCCH ZF	zf-CCCH	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T02663_0.6	F17_0.6	TS19_0.6	.	.	ENSG00000204576	PRR3	Homo_sapiens	N	CCCH ZF	zf-CCCH	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T02664_0.6	F17_0.6	TS19_0.6	.	.	ENSG00000206489	BX248507.1	Homo_sapiens	N	CCCH ZF	zf-CCCH	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T02665_0.6	F17_0.6	TS19_0.6	.	.	ENSG00000206491	BX000357.2	Homo_sapiens	N	CCCH ZF	zf-CCCH	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T02666_0.6	F17_0.6	TS19_0.6	.	.	ENSG00000223766	BX927220.1	Homo_sapiens	N	CCCH ZF	zf-CCCH	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T02667_0.6	F17_0.6	TS19_0.6	.	.	ENSG00000223887	CR388372.1	Homo_sapiens	N	CCCH ZF	zf-CCCH	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T02668_0.6	F17_0.6	TS19_0.6	.	.	ENSG00000227804	CR753328.1	Homo_sapiens	N	CCCH ZF	zf-CCCH	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T02669_0.6	F17_0.6	TS19_0.6	.	.	ENSG00000228186	AL662825.2	Homo_sapiens	N	CCCH ZF	zf-CCCH	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T02670_0.6	F17_0.6	TS19_0.6	.	.	ENSG00000229202	BX248518.2	Homo_sapiens	N	CCCH ZF	zf-CCCH	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T02671_0.6	F17_0.6	TS19_0.6	.	.	ENSG00000230995	AL662825.3	Homo_sapiens	N	CCCH ZF	zf-CCCH	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T02672_0.6	F17_0.6	TS19_0.6	.	.	ENSG00000231737	BX908728.4	Homo_sapiens	N	CCCH ZF	zf-CCCH	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T02673_0.6	F17_0.6	TS19_0.6	.	.	ENSG00000233564	CR847863.1	Homo_sapiens	N	CCCH ZF	zf-CCCH	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T02674_0.6	F17_0.6	TS19_0.6	.	.	ENSG00000235291	CR759778.5	Homo_sapiens	N	CCCH ZF	zf-CCCH	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T02675_0.6	F17_0.6	TS19_0.6	.	.	ENSG00000238104	BX119957.7	Homo_sapiens	N	CCCH ZF	zf-CCCH	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T06788_0.6	F20_0.6	TS19_0.6	M035_0.6	MS2_0.6	ENSG00000131914	LIN28A	Homo_sapiens	D	CCHC ZF,CSD	zf-CCHC,CSD	2	0.70	RNCMPT00036	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T06788_0.6	F20_0.6	TS19_0.6	M153_0.6	MS2_0.6	ENSG00000131914	LIN28A	Homo_sapiens	D	CCHC ZF,CSD	zf-CCHC,CSD	2	0.70	RNCMPT00162	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T06789_0.6	F20_0.6	TS19_0.6	M035_0.6	MS2_0.6	ENSG00000187772	LIN28B	Homo_sapiens	I	CCHC ZF,CSD	zf-CCHC,CSD	2	0.70	RNCMPT00036	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T06789_0.6	F20_0.6	TS19_0.6	M153_0.6	MS2_0.6	ENSG00000187772	LIN28B	Homo_sapiens	I	CCHC ZF,CSD	zf-CCHC,CSD	2	0.70	RNCMPT00162	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T06997_0.6	F23_0.6	TS19_0.6	.	.	ENSG00000168066	SF1	Homo_sapiens	N	CCHC ZF,KH	zf-CCHC,KH_1	2	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T07243_0.6	F25_0.6	TS19_0.6	M071_0.6	MS2_0.6	ENSG00000115875	SRSF7	Homo_sapiens	D	CCHC ZF,RRM	zf-CCHC,RRM_1	2	0.70	RNCMPT00073	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T07243_0.6	F25_0.6	TS19_0.6	M331_0.6	MS1_0.6	ENSG00000115875	SRSF7	Homo_sapiens	D	CCHC ZF,RRM	zf-CCHC,RRM_1	2	0.70	790_10094314	SELEX	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2011	Oct	26
T07243_0.6	F25_0.6	TS19_0.6	M353_0.6	MS1_0.6	ENSG00000115875	SRSF7	Homo_sapiens	D	CCHC ZF,RRM	zf-CCHC,RRM_1	2	0.70	954_10094314	SELEX	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2011	Oct	26
T07244_0.6	F25_0.6	TS19_0.6	M085_0.6	MS2_0.6	ENSG00000139168	ZCRB1	Homo_sapiens	D	CCHC ZF,RRM	zf-CCHC,RRM_1	2	0.70	RNCMPT00087	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T07245_0.6	F25_0.6	TS19_0.6	M050_0.6	MS2_0.6	ENSG00000173914	RBM4B	Homo_sapiens	I	CCHC ZF,RRM	zf-CCHC,RRM_1	2	0.70	RNCMPT00052	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T07245_0.6	F25_0.6	TS19_0.6	M109_0.6	MS2_0.6	ENSG00000173914	RBM4B	Homo_sapiens	I	CCHC ZF,RRM	zf-CCHC,RRM_1	2	0.70	RNCMPT00113	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T07246_0.6	F25_0.6	TS19_0.6	M050_0.6	MS2_0.6	ENSG00000173933	RBM4	Homo_sapiens	I	CCHC ZF,RRM	zf-CCHC,RRM_1	2	0.70	RNCMPT00052	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T07246_0.6	F25_0.6	TS19_0.6	M109_0.6	MS2_0.6	ENSG00000173933	RBM4	Homo_sapiens	I	CCHC ZF,RRM	zf-CCHC,RRM_1	2	0.70	RNCMPT00113	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T07247_0.6	F25_0.6	TS19_0.6	.	.	ENSG00000248643	RBM14-RBM4	Homo_sapiens	N	CCHC ZF,RRM	zf-CCHC,RRM_1	2	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T07765_0.6	F27_0.6	TS19_0.6	.	.	ENSG00000140948	ZCCHC14	Homo_sapiens	N	CCHC ZF,SAM	zf-CCHC,SAM_1	2	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
